id,lesson_id,term,meaning,pronunciation,word_class,example_sentence,vietnamese_term,vietnamese_meaning,english_headword_id,vietnamese_headword_id,is_common,created_at,updated_at
0dbc65c1-ec39-484e-b82f-1dded4566d6b,a58554ec-5e72-4981-b30c-ce5f10aee993,Existentialism,Existence philosophy,ˌɛɡ.zɪˈstɛn.ʃə.lɪz.əm,noun,Existentialism freedom.,Hiện sinh chủ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0dce0026-a297-4f11-992d-d30ca323a5a9,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Sad,Feeling sorrow,sæd,adjective,He feels sad loss.,Buồn,Cảm giác buồn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0dd7679f-c861-42c4-9de3-68f1215f6619,2cf6f90d-7ccb-417b-929e-361097a98afa,Pigment,Colored substance,ˈpɪɡ.mənt,noun,Artists mixed pigments.,Chất tô,Chất có màu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0de1db8e-23fc-4b8b-a7f7-d4d7cccfa9a0,37f72f2b-f802-4bb4-91cd-72dbad87ecde,Nine,Number 9,naɪn,number,I have nine flowers.,Chín,Số 9,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0e166cc2-746e-40a8-a306-4b0655d6c6b8,cdf5e6d8-efec-4421-8c70-814cd0fff4e7,receipt,proof of purchase,/receipt/,danh từ,receipt example,receipt,Một khái niệm liên quan đến finance,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
0e1cc9a0-9b82-463a-9e56-fcf902a62499,89da3255-c13a-4384-9292-e7a67b866ee0,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0e5049a4-10c6-460a-8057-d2d83e44eecc,33b3b961-a831-48ce-bcba-4ec9b1406006,I am fine,Good response,ˌaɪm ˈfaɪn,phrase,I am fine thanks.,Tôi khỏe,Phản hồi tốt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0e61c249-80d9-423c-bdd9-e2fbcc752972,1e983eef-be0a-4a27-abd9-c548efdf1633,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0e77e4a3-7a91-48b9-acd4-72860b1ffa8c,b48f8788-ab02-4e87-a86b-e4cda07b2a8d,Brother,Male sibling,ˈbrʌð.ɚ,noun,My brother plays sports.,Anh em trai,Anh chị em,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0e8f4201-e1cd-4fa5-b530-d7d6e0e90970,4622c636-7957-4f30-9bc4-5fae81775631,garden,outdoor space with plants,/garden/,danh từ,Flower garden,vườn,không gian ngoài trời với cây,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
0eafe7b5-34d2-4e6b-8388-a1fddcc62e18,444c779c-e14e-4d61-8461-f6ecf6ddf27b,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0eb45224-8d3b-47eb-96dd-730a40e040ab,f25b9620-2fc5-4079-8647-8f5dbf5ca619,cable,connecting device,/cable/,danh từ,cable example,cable,Một khái niệm liên quan đến technology,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
0eb83927-afce-4a48-9262-b66b057491b6,474d17e5-c32b-4585-9bfd-feefa44aa3a8,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0ecfaa9b-c107-4cca-998e-1e5dfbbe1627,9c08d2d5-ab12-4b90-9273-35e16928fd20,Baby,Young child,ˈbeɪ.bi,noun,Baby is sleeping.,Em bé,Trẻ sơ sinh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0eef264a-5ffb-4175-a13e-a53cbba92078,5ff5c9d7-f265-4925-88c7-c44b7ae1e531,leg,limb for walking,leɡ,danh từ,Strong legs,chân,chi để đi bộ,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
0f0f8b2f-a437-40aa-a59f-c5132bf3fc7c,306cd435-7556-4ca6-b508-0a5dfdec7100,Six,Number 6,sɪks,number,I have six apples.,Sáu,Số 6,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0f1f54ec-fd6f-4056-9955-1acb4fce6522,62e76fe1-bd25-4280-b7de-7e2e3dd35126,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0f3abdb0-2bc8-4e50-8973-bfe24cbb74f2,3190f865-ff2e-4de4-8878-b0a874c044ac,afraid,feeling of dread,/afraid/,danh từ,afraid example,afraid,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
0f6e41fa-ac10-4ac4-8254-9339c2abcc66,12c09afc-e4cd-4cc3-b911-1e5d9e07c387,Excited,Feeling enthusiasm,ɪkˈsaɪ.tɪd,adjective,I excited trip.,Phấn khích,Cảm giác hạnh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0f843609-d664-4b60-a28c-08ce9db29a44,e0dc609f-c176-4fdb-93bf-e39d087671f5,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0f86c1fa-a742-4f85-940a-ec7fb8addfed,4a545b1d-d759-4331-b1c8-6619db4b1e87,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0fafb733-a39e-4c13-a477-e5f9e1857755,5c7eeb64-bb5a-42f9-8b15-33d0428dd34d,Seven,Number 7,ˈsɛv.ən,number,I have seven  coins.,Bảy,Số 7,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
0fc71436-820e-427e-95b2-59b8dc335f78,b317a1e7-1993-43b0-bb4d-84738612837c,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10557ba1-1d83-4a66-b6fb-d7a3d3639d46,dd56df6c-e0c0-44a9-b706-28b5106b1978,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10b769d2-f57e-40b7-b35d-e8d93b24f6a1,dd37cd9c-fd13-43c8-8f32-cc50a38476a0,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10e1bdff-287c-4056-a8a1-55a53d78ba74,967cb953-d9f0-413d-9444-c2de97d17102,Critique,Detailed evaluation,krɪˈtik,noun,The critique praised style.,Phê bình,Đánh giá chi tiết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10e413c3-8678-4f53-8f63-8c5f91fb5e9a,65b2fc5a-c86b-4f36-8107-f8ee0ebe5d78,Excuse me,Get attention,ɪkˈskjuz mi,phrase,"Excuse me, bathroom?",Xin lỗi,Kêu gọi sự chú ý,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10f3e697-d4b4-493c-ad66-68ed7b9f5e2f,ac13c7e8-492c-46d1-b46e-755272c6d9d6,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
10f8dd64-ca62-4491-ab36-175eea40a263,2bddc0bd-c221-4bc1-8b6f-72096e4a7674,Amazed,Feeling wonder,əˈmeɪzd,adjective,I amazed view.,Kinh ngạc,Cảm giác bất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
110ace3d-5291-4f6f-a142-cd9975341099,f19c0271-02f0-46de-b01d-d124844bd385,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
111c3886-4b4b-4ba0-9f92-e29dded198cb,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Confident,Feeling self belief,ˈkɑn.fɪ.dənt,adjective,Confident skills.,Tự tin,Cảm giác tin,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
112d340e-a766-40bf-a3aa-88cf8ddfdf6d,e1c6a531-951b-49e8-a205-ed0b9486f723,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
11306426-2bbc-4f5d-b8d2-8ab3d533cf6e,dd29c719-2106-4c8b-b503-aa3173b0b0df,Cousin,Relative child,ˈkʌz.ən,noun,My cousin lives nearby.,Em họ,Con chú dì,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
11642cb5-ca58-4fe9-840f-d1af6aed4ac9,ad3e6677-2586-40ff-bd67-b5e6acd96ad7,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1168dc82-f2cd-4150-b951-8ec7a460e55a,b4326ceb-0fb7-49f5-aac6-a54bdd1d9163,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1173d520-1e0d-426f-b6fa-b98e87d08c5c,4622c636-7957-4f30-9bc4-5fae81775631,ceiling,surface above head,/ceiling/,danh từ,High ceiling,trần nhà,bề mặt trên đầu,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
1174bfdf-f793-4f75-8c93-377aa15070a4,bced27c8-2c20-4107-bf2d-2dfe46687373,Grandmother,Mother of parent,ˈɡræn.ˌmʌð.ɚ,noun,Grandmother tells stories.,Bà,"Ngoại, nội",,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
119ac0d3-05d0-476b-99cd-91a866578255,b317a1e7-1993-43b0-bb4d-84738612837c,Dialectic,Argument method,daɪˈælɛk.tɪk,noun,Hegel dialectic used.,Biện luận,Phương pháp,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
11a277a4-977b-4c9a-aba3-80899b90e6a3,6b254450-7004-433c-bf69-1fb053a62f52,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
11cb241a-7cc9-4c10-b668-82c04f97df17,5ff5c9d7-f265-4925-88c7-c44b7ae1e531,knee,joint on leg,/knee/,danh từ,Knee hurt,gối,khớp trên chân,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
11fb467e-6bcf-435b-bf94-fbfb3dd52799,59baddf7-e856-4276-9fab-c2cbd73c8911,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
120fe4ae-1208-44bf-af5a-26e63bf095d8,1e983eef-be0a-4a27-abd9-c548efdf1633,Cousin,Relative child,ˈkʌz.ən,noun,My cousin lives nearby.,Em họ,Con chú dì,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
125a856f-c448-4557-a645-3d4d202b23ae,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,pink,a pale red color; the color between red and white,pɪŋk,danh từ,Lotus flowers are pink,màu hồng,Một màu đỏ nhạt; màu nằm giữa đỏ và trắng,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
127c55b2-64b4-454a-9a3d-eedbdcaaada4,bdace7d5-30a7-49fe-a09e-ea0657efb79d,coconut,a large round nut with white flesh and brown shell,ˈkoʊkənət,danh từ,Coconut has sweet water,dừa,Một quả hạt lớn tròn với thịt trắng và vỏ nâu,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
1286cdc4-97bf-46b0-be46-c3151768bf8f,a6f9ef68-d647-4df6-9121-19ec9c0fee72,And you,Return greeting,ən juː,phrase,And you yourself?,Còn bạn,Trả lời chào,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
12893bfc-cd59-4cb4-9838-71674c67716f,ef83ea3c-996c-4048-8968-7237e72a6e5d,Daughter,Female child,ˈdɔ.tɚ,noun,She has daughters.,Con gái,Đứa con nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
12a35951-ef68-4e22-a86f-a5e6222cf2e4,1768a53f-3b47-4afe-a231-feea190002ef,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
12c68071-ee64-4547-86f7-dfd90f1f316c,644fe377-999e-4856-ae36-3bbea5352c69,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
12e8b947-40ee-451a-9cfc-f100f199dca8,6099eea9-f4d6-4738-9662-d01b6f6f2a12,exam,test to check knowledge,/exam/,danh từ,exam example,exam,Một khái niệm liên quan đến school,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
131120de-cd1f-4fd1-90fc-3c35c5a752f6,1e70a4e8-5e55-4666-9f9b-2ba140d9031b,architect,person who designs buildings,/architect/,danh từ,architect example,architect,Một khái niệm liên quan đến jobs,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
131caaef-feee-4c60-b2eb-c17957999151,48adeeb4-ea05-4c89-95d1-7c278e83dedb,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
132d02e4-6eec-4119-b82f-1c49a8e15937,f25b9620-2fc5-4079-8647-8f5dbf5ca619,speaker,device for sound output,/speaker/,danh từ,speaker example,speaker,Một khái niệm liên quan đến technology,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
1354e107-bdd1-4e1e-bbd4-22a6b368ae6c,0ceda941-9b55-403f-abf7-fb080315789d,july,the seventh month of the year; summer month,dʒuˈlaɪ,danh từ,July is very hot,tháng bảy,Tháng thứ bảy của năm; tháng mùa hè,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
13a8e7c8-ea1b-4b98-b2e9-3754c5a20c6c,f25b9620-2fc5-4079-8647-8f5dbf5ca619,internet,global network of information,/internet/,danh từ,internet example,internet,Một khái niệm liên quan đến technology,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
13ead960-a790-467f-b027-a4d1e2684092,cdf5e6d8-efec-4421-8c70-814cd0fff4e7,account,personal financial record,/account/,danh từ,account example,tài khoản,Một khái niệm liên quan đến finance,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
13f2eede-a69e-4fa6-b39b-d29ccb8372ce,2d825671-b231-4d6a-9c0c-5ec2fa5d7d70,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
143a94ad-78d3-4595-9b40-8da6b47b934b,1768a53f-3b47-4afe-a231-feea190002ef,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
143f99b6-90fe-4659-99de-033e29353406,b07f3d0e-a184-4cd0-937d-4f3cbd063d36,Hello,Polite greeting,həˈloʊ,interjection,"Hello, how are you?",Xin chào,Cách chào hỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
14a24c6a-1c4e-4616-9858-bc83493946a8,12c09afc-e4cd-4cc3-b911-1e5d9e07c387,Worried,Feeling anxiety,ˈwɝ.id,adjective,Worried exam.,Lo lắng,Cảm giác lo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
14a7cd69-96e3-47d9-84e7-29817b2ec908,923f19cb-bd8c-4b71-b762-0f409c965762,Vice,Moral fault,vaɪs,noun,Vice unhappiness.,Tội lỗi,Lỗi đạo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
14ef5b2d-23c2-4f1b-a9f4-523211fc67ad,62e76fe1-bd25-4280-b7de-7e2e3dd35126,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
14f60094-2635-4d27-8f86-34b6dc1ce082,eb6906e7-a8e8-4b94-9da9-59a659e92fda,freezing,extremely cold below zero,/freezing/,danh từ,Freezing weather today,cực lạnh,lạnh cực độ dưới không,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
1501ad30-4bdd-471e-846f-421b7e15a0d3,f5e165ea-d9f9-45d5-90d3-2acf41ea2d21,twelve,the number 12; ten plus two; twelve months in year,twelv,danh từ,Twelve months in year,số mười hai,Số 12; mười cộng hai; mười hai tháng trong năm,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
151d5074-1bfb-47aa-8c90-7c03d23e70d5,ed55870d-2fd2-4ba1-b0aa-7a280a6cd587,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
15224686-c1bb-48f8-b0b3-36fe316043c6,f19c0271-02f0-46de-b01d-d124844bd385,Uncle,Parent brother,ˈʌŋ.kəl,noun,Uncle visits every week.,Chú bác,Anh em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1576db4e-af13-4675-92ff-d9b669a8336c,79c47bf8-ccad-4d92-807d-c7cdafd034c0,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1650fc6a-215e-4f07-a53a-a7c5cadb9a3c,805d2653-cac0-438b-953b-cb1f832c4321,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
16cdb164-7d4f-494a-b175-7e580a0dfb96,6099eea9-f4d6-4738-9662-d01b6f6f2a12,classroom,a room for lessons,/classroom/,danh từ,classroom example,classroom,Một khái niệm liên quan đến school,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
16d4d8e0-706f-4e7b-a763-6df43f9cc85e,67c2c95b-aa85-4e49-a0b3-dfb7ee8a5b29,Sad,Feeling sorrow,sæd,adjective,He feels sad loss.,Buồn,Cảm giác buồn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
16e2b8ca-0c42-493b-b623-ea2bd323c513,33b3b961-a831-48ce-bcba-4ec9b1406006,Please,Polite request,pliz,adverb,Please pass salt.,Vui lòng,Yêu cầu lịch sự,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
16ea6cff-ffde-487b-b6a0-e020683dd87f,67c2c95b-aa85-4e49-a0b3-dfb7ee8a5b29,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
17181f6e-99a9-4247-9e05-f0e1a20a0442,73ca6f19-8411-46ab-ae0d-39b4da6198c8,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
171ae7e6-4ed5-422d-bc59-2e9cfc2a1bb5,62e76fe1-bd25-4280-b7de-7e2e3dd35126,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1723a64b-4f85-4da2-91cb-231b5eaa34f2,62e76fe1-bd25-4280-b7de-7e2e3dd35126,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
173c9a1d-ea11-47a9-a42c-42a7e0dbfa59,ed55870d-2fd2-4ba1-b0aa-7a280a6cd587,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1740685f-c325-4f9a-86f0-ecf1d48d58d9,a844c983-7824-498a-811d-ed90b6d6f9e1,bag,container for items,/bag/,danh từ,bag example,bag,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
1758ceca-a915-432f-a913-0b317f6aba9f,d57a850d-30c0-4988-a53f-fc9638884178,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1779d198-e3f3-4c8b-b2d6-ed3e29a93afd,dd37cd9c-fd13-43c8-8f32-cc50a38476a0,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
17982513-d856-4e27-95b9-3c25fbf1fabd,f25b9620-2fc5-4079-8647-8f5dbf5ca619,social media,online platforms for sharing,/social media/,danh từ,social media example,social media,Một khái niệm liên quan đến technology,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
17c34ba6-59bc-490c-bee4-7abc959458f9,1e70a4e8-5e55-4666-9f9b-2ba140d9031b,farmer,person who grows crops,/farmer/,danh từ,farmer example,farmer,Một khái niệm liên quan đến jobs,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
17c744d5-d41e-479c-8772-f080919988fa,923f19cb-bd8c-4b71-b762-0f409c965762,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18049884-0ec4-4832-8435-9a46926e83fb,0a01cbc9-8eaf-40d0-85f9-f4ad9a7fd19c,Drama,Literature for live performance,ˈdrɑ.mə,noun,Shakespeare wrote dramas.,Kịch,Văn học biểu diễn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18233984-6bb0-40d8-885f-25557efb37a1,484c0e0d-e1af-4005-87ba-675dd65a4bae,Father,Male parent,ˈfɑ.ðɚ,noun,My father works hard.,Bố,Cha mẹ nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18797395-d06b-4fe2-a210-1194ad82bc2b,29889dcf-a772-4499-bf3b-826af93ea3b0,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
188230c8-200b-4632-aa0d-aaa7c1f9d5f8,70c77765-6416-4d36-950a-7c93580b2fa0,Sad,Feeling sorrow,sæd,adjective,He feels sad loss.,Buồn,Cảm giác buồn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18ababf0-3635-495b-b997-e620d8841a55,c326f285-fc07-4764-a284-b7222d917173,Sister,Female sibling,ˈsɪs.tɚ,noun,My sister likes reading.,Chị em gái,Chị em gái,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18e38972-32cb-4d02-b82f-8d5b5cee5f3f,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Tired,Feeling exhaustion,ˈtaɪɚd,adjective,I tired after work.,Mệt,Cảm giác mỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18f99146-d2c9-487d-922e-eaecdf76632b,805d2653-cac0-438b-953b-cb1f832c4321,Aesthetics,Beauty study,ɛsˈθɛt.ɪks,noun,Aesthetics beauty.,Thẩm mỹ,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
18f9c4a7-e00d-4543-8c02-eb60e11db595,a844c983-7824-498a-811d-ed90b6d6f9e1,sale,offering at reduced prices,/sale/,danh từ,sale example,sale,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
190ff97b-382b-4ffd-b3cb-fc9bf7c7e3c4,bced27c8-2c20-4107-bf2d-2dfe46687373,Cousin,Relative child,ˈkʌz.ən,noun,My cousin lives nearby.,Em họ,Con chú dì,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
19808101-972b-483f-b0a1-cc57976972eb,be4596fe-4524-4164-9f6e-3ca16a48abc4,See you later,Casual goodbye,ˌsi juː ˈleɪ.tɚ,phrase,See you later!,Gặp lại,Tạm biệt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
198436e1-7b98-46e2-bd24-409b2b6a7fc1,0c65a440-ca84-4f96-a502-a5c9aebdef77,lemonade,a cold drink from lemon and water,ˌleməˈneɪd,danh từ,Lemonade refreshes,nước chanh,đồ uống lạnh từ chanh và nước,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
19a1c62b-bfbb-4b9e-ade7-ef839ec12cf8,f19c0271-02f0-46de-b01d-d124844bd385,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
19b27f47-de57-4c16-8967-1a5dac679b38,923f19cb-bd8c-4b71-b762-0f409c965762,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
19de00b3-d973-4d6d-a2fb-a6b2a46f62cd,81c08f3f-0705-472c-8a7e-682c4197dc80,How are,Ask health,ˌhaʊ ɑr,phrase,How are today?,Khỏe không,Hỏi sức khỏe,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
19ef23a4-54fa-4e30-8a6f-d1c0177d4fd5,f3aaed13-86c6-49be-8f73-c117a646f1ff,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
1a34a35d-2bf5-400d-b10c-ecd47b7e2eff,41b7f321-295c-488c-af33-14211bb75fa7,Brother,Male sibling,ˈbrʌð.ɚ,noun,My brother plays sports.,Anh em trai,Anh chị em,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
